0,1,2,3,4
48.36199912056327,48.36199912056327,48.36199912056327,48.36199912056327,48.36199912056327
209.4093315238133,209.4093315238133,209.4093315238133,209.4093315238133,209.4093315238133
209.4093315238133,209.4093315238133,209.4093315238133,209.4093315238133,209.4093315238133
45.89799858164042,45.89799858164042,45.89799858164042,45.89799858164042,45.89799858164042
72.80333138455171,72.80333138455171,72.80333138455171,72.80333138455171,72.80333138455171
209.4093315238133,209.4093315238133,209.4093315238133,209.4093315238133,209.4093315238133
45.89799858164042,45.89799858164042,45.89799858164042,45.89799858164042,45.89799858164042
148.35133196460083,148.35133196460083,148.35133196460083,148.35133196460083,148.35133196460083
148.35133196460083,148.35133196460083,148.35133196460083,148.35133196460083,148.35133196460083
47.354663614183664,47.354663614183664,47.354663614183664,47.354663614183664,47.354663614183664
-6906.056681419956,-6906.056681419956,-6906.056681419956,-6906.056681419956,-6906.056681419956
209.4093315238133,209.4093315238133,209.4093315238133,209.4093315238133,209.4093315238133
128.66266472195275,128.66266472195275,128.66266472195275,128.66266472195275,128.66266472195275
133.18733151862398,133.18733151862398,133.18733151862398,133.18733151862398,133.18733151862398
133.18733151862398,133.18733151862398,133.18733151862398,133.18733151862398,133.18733151862398
198.4766650418751,198.4766650418751,198.4766650418751,198.4766650418751,198.4766650418751
-6172.319328456186,-6172.319328456186,-6172.319328456186,-6172.319328456186,-6172.319328456186
-6172.319328456186,-6172.319328456186,-6172.319328456186,-6172.319328456186,-6172.319328456186
198.4766650418751,198.4766650418751,198.4766650418751,198.4766650418751,198.4766650418751
198.4766650418751,198.4766650418751,198.4766650418751,198.4766650418751,198.4766650418751
198.4766650418751,198.4766650418751,198.4766650418751,198.4766650418751,198.4766650418751
207.27333164447919,207.27333164447919,207.27333164447919,207.27333164447919,207.27333164447919
133.91999787278473,133.91999787278473,133.91999787278473,133.91999787278473,133.91999787278473
158.5286650378257,158.5286650378257,158.5286650378257,158.5286650378257,158.5286650378257
128.66266472195275,128.66266472195275,128.66266472195275,128.66266472195275,128.66266472195275
209.4093315238133,209.4093315238133,209.4093315238133,209.4093315238133,209.4093315238133
-3298.2473365650512,-3298.2473365650512,-3298.2473365650512,-3298.2473365650512,-3298.2473365650512
